gene_id,logFC,unshrunk.logFC,logCPM,PValue,FDR,BH,BY,bf
VSIG2,-1.54628395825099,-1.54631814486708,6.27358615811828,3.15348371229888e-05,0.0119630683165078,0.0119630683165078,0.122059239613236,0.47775278241328
ADRA2A,-1.61360592131458,-1.61383057949245,3.54445800214961,3.27320511576772e-05,0.0119630683165078,0.0119630683165078,0.122059239613236,0.49589057503881
MTMR2,-1.22719072688292,-1.22720726335233,6.87937086784076,3.27548049275259e-05,0.0119630683165078,0.0119630683165078,0.122059239613236,0.496235294652017
SRPRA,-1.11114336541113,-1.11115300363724,7.29828842720485,3.2806959577699e-05,0.0119630683165078,0.0119630683165078,0.122059239613236,0.49702543760214
POMGNT2,-1.14164605652139,-1.14185238533099,2.8904404373625,3.33945643398696e-05,0.0119630683165078,0.0119630683165078,0.122059239613236,0.505927649749024
PAK4,0.827380821114309,0.827549140788661,1.80967431152813,3.41140554661567e-05,0.0119630683165078,0.0119630683165078,0.122059239613236,0.516827940312274
RPS2P7,2.35668257670326,2.37740380249495,-3.6238396313396,3.41895970478163e-05,0.0119630683165078,0.0119630683165078,0.122059239613236,0.517972395274417
FMO5,-1.1067218065282,-1.10681174467168,4.2303748853601,3.49451948561637e-05,0.0119630683165078,0.0119630683165078,0.122059239613236,0.52941970207088
MAP1A,-1.51714340525017,-1.51715016620684,8.45904502499055,3.5359382848339e-05,0.0119630683165078,0.0119630683165078,0.122059239613236,0.535694650152336
CRAT,-1.31974512733661,-1.31975656639935,7.51688694851214,3.54514277201092e-05,0.0119630683165078,0.0119630683165078,0.122059239613236,0.537089129959654
FOSB,1.2685156695482,1.26985440969105,-0.744360943323264,3.67102041856529e-05,0.0119630683165078,0.0119630683165078,0.122059239613236,0.556159593412642
ZCCHC24,0.988014835047245,0.988500795727835,0.555361298328612,3.84473823978969e-05,0.0119630683165078,0.0119630683165078,0.122059239613236,0.582477843328139
POLR2G,-1.00063480799363,-1.0006616096289,5.67191385526645,4.04147457489233e-05,0.0119630683165078,0.0119630683165078,0.122059239613236,0.612283398096188
MARVELD2,1.24696859358623,1.25010606309522,-1.72030794049777,4.10983182018295e-05,0.0119630683165078,0.0119630683165078,0.122059239613236,0.622639520757717
ODC1,-1.31359388612978,-1.31359578015307,10.1928313382347,4.20447366417253e-05,0.0119630683165078,0.0119630683165078,0.122059239613236,0.636977760122138
CCL2,1.20918047067798,1.21111338830438,-0.952010038747635,4.24354889711938e-05,0.0119630683165078,0.0119630683165078,0.122059239613236,0.642897657913586
CDIP1,-1.17722267829749,-1.17724097125162,6.60844808267904,4.28256408706772e-05,0.0119630683165078,0.0119630683165078,0.122059239613236,0.648808459190759
NFE2L1,0.996750055366616,0.996795237360281,3.96600405837243,4.51879797515711e-05,0.0119630683165078,0.0119630683165078,0.122059239613236,0.684597893236303
EMD,-1.1456685831165,-1.14567907689875,7.2917161741943,4.56215655714118e-05,0.0119630683165078,0.0119630683165078,0.122059239613236,0.691166718406889
PTGS2,1.44773591176656,1.44839951244471,0.604339539854054,4.79201825604833e-05,0.0119630683165078,0.0119630683165078,0.122059239613236,0.725990765791321
CCL3,1.05856195560947,1.05902175116934,0.585458740416457,4.99953249262247e-05,0.0119630683165078,0.0119630683165078,0.122059239613236,0.757429172632304
PPP3R1,-1.06266509738162,-1.0626687280269,8.80203066367944,5.01506519362549e-05,0.0119630683165078,0.0119630683165078,0.122059239613236,0.759782376834262
RP11-474G23.2,-1.12256506660345,-1.12257398092597,7.63584877851455,5.08457686187144e-05,0.0119630683165078,0.0119630683165078,0.122059239613236,0.770313394573523
ADCY6,-1.22031043056363,-1.22036508076602,5.14572086537187,5.10743783736919e-05,0.0119630683165078,0.0119630683165078,0.122059239613236,0.773776832361432
SCFD2,-1.29457150368577,-1.29457692281725,8.86465254499895,5.10869283086734e-05,0.0119630683165078,0.0119630683165078,0.122059239613236,0.773966963876401
SLC9A3R2,1.15482382462871,1.15483442775033,6.38031290106578,5.24315531322518e-05,0.0119630683165078,0.0119630683165078,0.122059239613236,0.794338029953615
CRIP1,1.07451237507407,1.07459021986511,3.43273145755678,5.31946206182718e-05,0.0119630683165078,0.0119630683165078,0.122059239613236,0.805898502366818
SYNM,-1.5490010520047,-1.54901577593915,7.40954283203227,5.41107464968105e-05,0.0119630683165078,0.0119630683165078,0.122059239613236,0.819777809426678
IQGAP2,-0.998331668391564,-0.998334141052828,9.22502407097586,5.48815673263094e-05,0.0119630683165078,0.0119630683165078,0.122059239613236,0.831455744993587
